S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	NODE_78_length_179_cov_8.798882	227	unaligned
CONTIG	NODE_877_length_613_cov_290.019562	661	unaligned
CONTIG	NODE_1014_length_176_cov_175.693176	224	unaligned
CONTIG	NODE_1769_length_184_cov_308.152161	232	unaligned
CONTIG	NODE_1989_length_424_cov_13.209906	472	unaligned
CONTIG	NODE_1990_length_160_cov_7.793750	208	unaligned
CONTIG	NODE_2097_length_202_cov_120.059402	250	unaligned
CONTIG	NODE_2120_length_270_cov_68.692589	318	unaligned
CONTIG	NODE_3000_length_277_cov_250.151627	325	unaligned
CONTIG	NODE_3114_length_178_cov_137.758423	226	unaligned
CONTIG	NODE_3421_length_165_cov_3.278788	213	unaligned
CONTIG	NODE_4159_length_192_cov_6.484375	240	unaligned
CONTIG	NODE_4173_length_585_cov_199.184616	633	unaligned
CONTIG	NODE_4471_length_593_cov_10.659359	641	unaligned
CONTIG	NODE_4722_length_167_cov_342.413177	215	unaligned
CONTIG	NODE_5214_length_192_cov_246.411453	240	unaligned
CONTIG	NODE_5680_length_195_cov_4.538462	243	unaligned
CONTIG	NODE_5882_length_171_cov_225.000000	219	unaligned
CONTIG	NODE_6270_length_219_cov_8.356164	267	unaligned
CONTIG	NODE_7839_length_177_cov_278.355927	225	unaligned
CONTIG	NODE_7877_length_631_cov_213.979401	679	unaligned
CONTIG	NODE_8296_length_448_cov_25.633928	496	unaligned
CONTIG	NODE_8378_length_156_cov_2.634615	204	unaligned
CONTIG	NODE_8391_length_800_cov_6.773750	848	unaligned
CONTIG	NODE_8443_length_507_cov_13.029586	555	unaligned
CONTIG	NODE_8498_length_183_cov_258.765015	231	unaligned
CONTIG	NODE_8661_length_355_cov_33.338028	403	unaligned
CONTIG	NODE_8958_length_390_cov_172.028198	438	unaligned
CONTIG	NODE_8978_length_305_cov_7.655738	353	unaligned
CONTIG	NODE_9006_length_319_cov_35.733543	367	unaligned
CONTIG	NODE_9045_length_337_cov_9.827893	385	unaligned
CONTIG	NODE_9134_length_181_cov_268.359131	229	unaligned
CONTIG	NODE_10677_length_161_cov_3.130435	209	unaligned
CONTIG	NODE_10819_length_155_cov_12.193548	203	unaligned
CONTIG	NODE_11053_length_223_cov_5.869955	271	unaligned
CONTIG	NODE_11269_length_574_cov_8.320558	622	unaligned
CONTIG	NODE_11270_length_399_cov_7.736842	447	unaligned
CONTIG	NODE_11656_length_254_cov_11.507874	302	unaligned
CONTIG	NODE_11692_length_375_cov_13.469334	423	unaligned
CONTIG	NODE_11747_length_198_cov_45.171719	246	unaligned
CONTIG	NODE_11934_length_291_cov_232.085907	339	unaligned
CONTIG	NODE_11935_length_632_cov_251.938293	680	unaligned
CONTIG	NODE_12152_length_175_cov_47.617142	223	unaligned
CONTIG	NODE_12476_length_697_cov_255.131989	745	unaligned
CONTIG	NODE_12477_length_209_cov_268.014343	257	unaligned
CONTIG	NODE_12747_length_390_cov_9.566667	438	unaligned
CONTIG	NODE_12753_length_215_cov_39.306976	263	unaligned
CONTIG	NODE_13552_length_380_cov_287.976318	428	unaligned
CONTIG	NODE_13553_length_226_cov_288.283173	274	unaligned
CONTIG	NODE_13559_length_228_cov_257.447357	276	unaligned
CONTIG	NODE_14882_length_250_cov_9.276000	298	unaligned
CONTIG	NODE_15388_length_160_cov_7.006250	208	unaligned
CONTIG	NODE_15474_length_535_cov_175.620560	583	unaligned
CONTIG	NODE_15581_length_166_cov_8.391566	214	unaligned
CONTIG	NODE_16218_length_156_cov_2.602564	204	unaligned
CONTIG	NODE_16411_length_267_cov_166.842697	315	unaligned
CONTIG	NODE_16952_length_513_cov_246.025345	561	unaligned
CONTIG	NODE_17583_length_291_cov_6.216495	339	unaligned
CONTIG	NODE_17771_length_523_cov_199.049713	571	unaligned
CONTIG	NODE_18264_length_294_cov_190.564621	342	unaligned
CONTIG	NODE_18510_length_242_cov_197.380173	290	unaligned
CONTIG	NODE_18843_length_229_cov_25.074236	277	unaligned
CONTIG	NODE_18846_length_178_cov_37.016853	226	unaligned
